,rating,reviewText,categories,gPlusPlaceId,unixReviewTime,reviewTime,language,name,address,closed,gps,translated,top_category,relevant_cat,cat_cluster,sentiment,charged_words,price_words,Class_$$,Class_$$$
4196,5.0,"Ahhhh, Milk Burger, how Pumkin Escobar does love thee.  For real, no bullshaggery involved, this place is the space to visit if you wanna get your burger on.  Single burger, double burger, it's all good. The fries are really good, but the ONION RINGS are magnificent.  I mean, perfectly golden and crunchy, you bite into these things and the CRUNCH is glorious.  Come to this place; and if Pumkin Escobar's name ain't enough to get you over to this spot, Anthony Bourdain swears by it too.  Come on, ya know ya wanna.","['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",116689373830044130318,2013-10-11 20:26:34,2013-10-11,en,Milk Burger,"['2051 2nd Ave', 'New York, NY 10029']",False,"[40.790248, -73.942984]","Ahhhh, Milk Burger, how Pumkin Escobar does love thee.  For real, no bullshaggery involved, this place is the space to visit if you wanna get your burger on.  Single burger, double burger, it's all good. The fries are really good, but the ONION RINGS are magnificent.  I mean, perfectly golden and crunchy, you bite into these things and the CRUNCH is glorious.  Come to this place; and if Pumkin Escobar's name ain't enough to get you over to this spot, Anthony Bourdain swears by it too.  Come on, ya know ya wanna.",Hamburger Restaurant,True,,"{'neg': 0.014, 'neu': 0.76, 'pos': 0.225, 'compound': 0.9758}","['love', 'no', 'good.', 'good,', 'magnificent.', 'perfectly', 'glorious.', 'swears']",[],0,1
4259,5.0,"Always great food!  The hours are a little out of whack, but always a delicious experience.  Great service by friendly people.  Definitely worth trying out!!!","['American Restaurant', 'Diner']",116809213132129335093,2014-03-03 15:55:45,2014-03-03,en,Grandma's Diner,"['227 W Washington St', 'Charles Town, WV 25414']",False,"[39.288218, -77.86195]","Always great food!  The hours are a little out of whack, but always a delicious experience.  Great service by friendly people.  Definitely worth trying out!!!",American Restaurant,True,,"{'neg': 0.0, 'neu': 0.436, 'pos': 0.564, 'compound': 0.979}","['great', 'delicious', 'Great', 'friendly', 'Definitely', 'worth']",['worth'],1,0
4267,5.0,,['Restaurant'],101065115464844814383,2014-02-01 11:19:02,2014-02-01,en,Green Ant Cantina,"['183 Bunda St', 'Parramatta Park QLD 4870', 'Australia']",False,"[-16.926058, 145.770844]",,Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
4272,3.0,"I've been to a few different BWW and this is bar far the worst location. If you are going to eat, don't eat here. I've tried this location a few different times and it NEVER gets better. Service is the worst, whether servers or bartenders. it's awful. Go somewhere else. There are many restaurants down the street including Ale House, carrabbas, long horn, Fridays, etc... Any one of these places would be leaps and bounds better.","['American Restaurant', 'Chicken Wings Restaurant', 'Sports Bar']",116521995416994254335,2012-07-18 00:18:53,2012-07-17,en,Buffalo Wild Wings,"['3099 Formosa Gardens Blvd', 'Kissimmee, FL 34747']",False,"[28.338651, -81.598617]","I've been to a few different BWW and this is bar far the worst location. If you are going to eat, don't eat here. I've tried this location a few different times and it NEVER gets better. Service is the worst, whether servers or bartenders. it's awful. Go somewhere else. There are many restaurants down the street including Ale House, carrabbas, long horn, Fridays, etc... Any one of these places would be leaps and bounds better.",American Restaurant,True,,"{'neg': 0.155, 'neu': 0.811, 'pos': 0.033, 'compound': -0.8935}","['worst', 'better.', 'worst,', 'awful.', 'better.']",[],0,1
4287,4.0,I ate here a couple time but I won't again...wayyy too pricey,"['Asian Restaurant', 'Japanese Restaurant', 'Sushi Restaurant']",105422367261434322824,2012-10-20 23:52:11,2012-10-20,en,Mt Fuji Japanese Restaurant,"['830 County Road 64', 'Elmira, NY 14903']",False,"[42.152731, -76.876275]",I ate here a couple time but I won't again...wayyy too pricey,Asian Restaurant,True,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],"['price', 'pricey']",1,0
4293,5.0,Riquísimo comer en el parrian..,"['Latin American Restaurant', 'Mexican Restaurant', 'Seafood Restaurant']",108899566531817940547,2014-02-10 18:31:43,2014-02-10,es,El Parian Restaurant,"['1528 W Pico Blvd', 'Los Angeles, CA 90015']",False,"[34.043971, -118.275718]",Delicious eating at the parrian..,Latin American Restaurant,True,,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",['Delicious'],[],0,1
4296,3.0,We'll see how it is when I get home,"['Fast Food Restaurant', 'Hamburger Restaurant', 'American Restaurant']",104485918485055687077,2013-11-16 19:45:06,2013-11-16,en,Wendy's,"['1792 S Creek One', 'Powhatan, VA 23139']",False,"[37.515018, -77.790601]",We'll see how it is when I get home,Fast Food Restaurant,True,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
4312,5.0,"I love the food here, awesome service, good prices.","['Mexican Restaurant', 'Latin American Restaurant']",101276265440962137821,2012-06-07 22:58:36,2012-06-07,en,El Mezcal,"['3100 Rib Mountain Dr', 'Wausau, WI 54401']",False,"[44.928556, -89.655]","I love the food here, awesome service, good prices.",Mexican Restaurant,True,,"{'neg': 0.0, 'neu': 0.349, 'pos': 0.651, 'compound': 0.9042}","['love', 'awesome', 'good']",['price'],1,0
4314,5.0,"Food was excellent, I had to force myself to stop eating. I will definitely stop in again when I'm in Madison.","['Buffet Restaurant', 'American Restaurant', 'Dessert Restaurant']",101951623051971763829,2012-06-30 20:23:02,2012-06-30,en,HomeTown Buffet,"['1745 Parkside Dr', 'Madison, WI 53704']",False,"[43.12234, -89.31548]","Food was excellent, I had to force myself to stop eating. I will definitely stop in again when I'm in Madison.",Buffet Restaurant,True,,"{'neg': 0.158, 'neu': 0.612, 'pos': 0.23, 'compound': 0.4588}","['excellent,', 'stop', 'definitely', 'stop']",[],1,0
4315,5.0,,"['Restaurant', 'Dessert Shop', 'Ice Cream Shop']",102111789989730851916,2011-09-29 23:40:46,2011-09-29,en,Culver's,"['219 Central Bridge St', 'Wausau, WI 54401']",False,"[44.969542, -89.634546]",,Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
4317,4.0,,"['Chicken Restaurant', 'Fast Food Restaurant']",106825531712084331021,2012-01-05 00:52:38,2012-01-04,en,KFC Merrill,"['N1667 County Road R', 'Merrill, WI 54452']",False,"[45.177853, -89.641776]",,Chicken Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
4318,5.0,,"['Fast Food Restaurant', 'Hamburger Restaurant']",109752220164577961107,2011-12-18 01:38:44,2011-12-17,en,Culver's,"['3349 E Main St', 'Merrill, WI 54452']",False,"[45.17745, -89.65272]",,Fast Food Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
4320,5.0,,"['Restaurant', 'Latin American Restaurant', 'Mexican Restaurant']",114023565924845756336,2011-09-25 19:01:20,2011-09-25,en,Taco Bell,"['704 Grand Ave', 'Schofield, WI 54476']",False,"[44.922716, -89.613458]",,Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
4321,4.0,,"['Restaurant', 'American Restaurant']",115098675851502615169,2011-11-24 23:29:48,2011-11-24,en,Golden Corral,"['1400 Commerce Pl', 'Plover, WI 54467']",False,"[44.496073, -89.516757]",,Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
4322,5.0,"It's like Famous Daves meets Subway. Good barbecue ribs, pulled pork,  grilled chicken, awesome spicy barbecue sauce, and free ice cream in a 4 station ordering line. I definitely recommend Dickey's for a good fast food barbecue joint.","['Barbecue Restaurant', 'Food Service']",117244145549149583560,2013-03-09 15:42:14,2013-03-09,en,Dickey's Barbecue Pit,"['2111 Stewart Ave #100', 'Wausau, WI 54401']",False,"[44.958448, -89.662163]","It's like Famous Daves meets Subway. Good barbecue ribs, pulled pork,  grilled chicken, awesome spicy barbecue sauce, and free ice cream in a 4 station ordering line. I definitely recommend Dickey's for a good fast food barbecue joint.",Barbecue Restaurant,True,,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.9633}","['like', 'Good', 'awesome', 'free', 'definitely', 'recommend', 'good']",[],1,0
4323,5.0,Great burger! Cool little place that is definitely worth the drive and money. Fantastic beer selection. I had the Cowboy Murrin burger and it was great! Will definitely go again.,['Hamburger Restaurant'],112506291789418034154,2013-07-17 13:02:25,2013-07-17,en,Rodeo Goat,"['2836 Bledsoe St', 'Fort Worth, TX 76107']",False,"[32.74838, -97.358147]",Great burger! Cool little place that is definitely worth the drive and money. Fantastic beer selection. I had the Cowboy Murrin burger and it was great! Will definitely go again.,Hamburger Restaurant,True,,"{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.9682}","['Great', 'Cool', 'definitely', 'worth', 'Fantastic', 'great!', 'definitely']","['worth', 'money']",0,1
4324,1.0,Pizza never came 3 hours later!! Terrible,['Pizza Restaurant'],104228718742188411872,2014-01-01 06:43:27,2013-12-31,en,Pizza Hut,"['Mathuradas Vasanji Rd, J B Nagar, Andheri East', 'Mumbai, Maharashtra 400059', 'India']",False,"[19.112527, 72.864553]",Pizza never came 3 hours later!! Terrible,Pizza Restaurant,True,,"{'neg': 0.38, 'neu': 0.62, 'pos': 0.0, 'compound': -0.5696}",['Terrible'],[],0,1
4342,5.0,We enjoyed everything.,"['Asian Restaurant', 'Chinese Restaurant']",113260321289753193370,2012-08-15 00:43:12,2012-08-14,en,Canton Chinese Restaurant,"['720 Lincoln Ave', 'Steamboat Spgs, CO 80487']",False,"[40.485837, -106.833834]",We enjoyed everything.,Asian Restaurant,True,,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",['enjoyed'],[],1,0
4343,5.0,Everything about our breakfast was wonderful! Can't go wrong here.,"['Restaurant', 'Bakery', 'American Restaurant']",117014647349857194087,2012-08-14 15:57:30,2012-08-14,en,Winona's Restaurant,"['617 Lincoln Ave', 'Steamboat Spgs, CO 80487']",False,"[40.485042, -106.83311]",Everything about our breakfast was wonderful! Can't go wrong here.,Restaurant,True,,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.7612}","['wonderful!', 'wrong']",[],1,0
4345,5.0,excellent service,"['Italian Restaurant', 'European Restaurant']",112628173623734872017,2012-09-13 03:48:40,2012-09-12,en,Filomena Ristorante,"['1063 Wisconsin Ave NW', 'Washington, DC 20007']",False,"[38.904418, -77.062685]",excellent service,Italian Restaurant,True,,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",['excellent'],[],1,0
4354,4.0,Lunch buffet is great.  I would give 8 out of 10 overall.  My 5 year old daughter ate for free which normally pays about $5~6 at other resturants.  Highly recommend.,"['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",111934587435987932561,2012-09-05 15:19:40,2012-09-05,en,Indian Garden,"['676 Stony Hill Rd', 'Yardley, PA 19067']",False,"[40.22085, -74.871633]",Lunch buffet is great.  I would give 8 out of 10 overall.  My 5 year old daughter ate for free which normally pays about $5~6 at other resturants.  Highly recommend.,Indian Restaurant,True,,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.8805}","['great.', 'free', 'recommend.']",[],1,0
4363,5.0,,"['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",114530404120615815142,2013-11-08 05:47:54,2013-11-07,en,Gandhi Indian Bistro,"['4080 Paradise Rd', 'Las Vegas, NV 89109']",False,"[36.115054, -115.153994]",,Indian Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
4381,4.0,,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",110017396135508997620,2011-05-07 20:56:13,2011-05-07,en,Chi-Chi's Pizza Inc,"['27117 Sierra Hwy', 'Newhall, CA 91351']",False,"[34410513.0, -118458976.0]",,Pizza Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
4384,2.0,Food was Gross,['Restaurant'],117340224254947545038,2013-04-18 02:56:33,2013-04-17,en,Miz Zip's,"['2924 Historic Route 66', 'Flagstaff, AZ 86004']",False,"[35.210513, -111.606137]",Food was Gross,Restaurant,True,,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",['Gross'],[],1,0
4394,4.0,Time to donste a new bench.,['Restaurant'],116555416797255000560,2013-02-10 18:06:42,2013-02-10,en,Cookie's Kitchen,"['4108 Mountain Rd', 'Pasadena, MD 21122']",False,"[39.123457, -76.51594]",Time to donate a new bench.,Restaurant,True,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
4399,5.0,Barbecue chicken pizza is Awesome!!!!,"['Italian Restaurant', 'Cafe', 'Family Restaurant']",112844867852583006116,2013-04-09 03:05:09,2013-04-08,en,Nicodino's Pizza Co & Cafe,"['892 Illinois 59', 'Bartlett, IL 60103']",False,"[41.975181, -88.207265]",Barbecue chicken pizza is Awesome!!!!,Italian Restaurant,True,,"{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.7405}",['Awesome!!!!'],[],1,0
4402,5.0,,"['Japanese Restaurant', 'Asian Restaurant', 'Ramen Restaurant']",105487068964274027399,2013-11-07 06:47:18,2013-11-06,en,Santouka Ramen Torrance,"['21515 S Western Ave', 'Torrance, CA 90501']",False,"[33.833693, -118.310003]",,Japanese Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
4424,4.0,Came to NYC for my daughters birthday went to dinner here it was 8 of us had the steak and lobster which was great had a great time,"['Steak House', 'European Restaurant', 'Seafood Restaurant']",101007201972868818188,2013-11-04 01:56:32,2013-11-03,en,Christos Steak House,"['4108 23rd Ave', 'Astoria, NY 11105']",False,"[40.770422, -73.907437]",Came to NYC for my daughters birthday went to dinner here it was 8 of us had the steak and lobster which was great had a great time,Steak House,True,,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.8481}","['great', 'great']",[],1,0
4425,5.0,WI love this place the price is good the food is excellent and the staff is wonderful thank yo,"['American Restaurant', 'Caterer', 'Barbecue Restaurant']",102322905479848652234,2013-06-09 23:40:14,2013-06-09,en,Famous Dave's Bar-B-Que,"['1360 George Dieter Dr', 'El Paso, TX 79936']",False,"[31.72892, -106.302144]",WI love this place the price is good the food is excellent and the staff is wonderful thank yo,American Restaurant,True,,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.9517}","['love', 'good', 'excellent', 'wonderful', 'thank']",['price'],1,0
4426,4.0,Got home I am i order was messed up but I will give them another chance,"['Restaurant', 'Chicken Wings Restaurant', 'Chicken Restaurant']",104949341888363945637,2013-07-27 20:18:36,2013-07-27,en,Wingstop,"['1757 George Dieter Dr #122', 'El Paso, TX 79936']",False,"[31.763467, -106.302585]",Got home I am i order was messed up but I will give them another chance,Restaurant,True,,"{'neg': 0.093, 'neu': 0.769, 'pos': 0.137, 'compound': 0.2023}","['messed', 'chance']",[],0,1
4428,5.0,The Macaroni and Cheese here is off the chain,"['Soul Food Restaurant', 'Barbecue Restaurant']",105907375313965130083,2013-11-10 02:04:04,2013-11-09,en,Southern Hospitality,"['645 9th Ave', 'New York, NY 10036']",False,"[40.760574, -73.991302]",The Macaroni and Cheese here is off the chain,Soul Food Restaurant,True,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
4429,4.0,Got 2 large carryout $10 pizzas excellent,"['Pizza Restaurant', 'European Restaurant']",107170078367678042464,2014-01-12 01:41:57,2014-01-11,en,Pizza Hut,"['1571 N Zaragoza Rd', 'El Paso, TX 79936']",False,"[31.74375, -106.287346]",Got 2 large carryout $10 pizzas excellent,Pizza Restaurant,True,,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",['excellent'],[],0,1
4431,5.0,I love this place best seafood is so fresh and good and the staff,['Seafood Restaurant'],114158733002950173730,2013-12-08 13:54:47,2013-12-08,en,Red Lobster,"['1860 Joe Battle Blvd', 'El Paso, TX 79936']",False,"[31.757046, -106.26697]",I love this place best seafood is so fresh and good and the staff,Seafood Restaurant,True,,"{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.9388}","['love', 'best', 'fresh', 'good']",[],0,1
4434,4.0,Over priced grill salmon 1 mix vegetable $15,"['Steak House', 'Bar']",115988750946281509185,2013-08-25 16:36:39,2013-08-25,en,Outback Steakhouse,"['11875 Gateway Blvd W', 'El Paso, Texas 79936']",False,"[31.725977, -106.309226]",Over priced grill salmon 1 mix vegetable $15,Steak House,True,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],['price'],1,0
4437,5.0,,"['Asian Restaurant', 'Chinese Restaurant']",106172685545500582191,2011-11-07 22:04:23,2011-11-07,en,Wongs Cafe,"['1654 U.S. 52', 'Rochester, MN 55901']",False,"[44.039916, -92.486878]",,Asian Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
4439,4.0,,"['American Restaurant', 'Bowling Alley', 'Game Store']",117548505295245092254,2011-12-16 00:17:49,2011-12-15,en,Wow! Zone,"['2030 Adams St', 'Mankato, MN 56001']",False,"[44.17169, -93.943528]",,American Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
4456,5.0,,['Restaurant'],110280396045512553146,2012-08-31 09:25:05,2012-08-31,en,Subway Restaurant,"['Okhla Phase II', 'B-11/1, Okhala Estate Marg', 'New Delhi, DL 110020, India']",False,"[41791853.0, 123402504.0]",,Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
4486,3.0,Kitchen manager Teresa always has a very bad attitude.,"['Restaurant', 'Fast Food Restaurant', 'Hamburger Restaurant']",109286326235963199663,2013-02-05 15:37:54,2013-02-05,en,Mc Donald's,"['1900 University Ave', 'Oxford, MS 38655']",False,"[34.362192, -89.509027]",Kitchen manager Teresa always has a very bad attitude.,Restaurant,True,,"{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.5849}",['bad'],[],0,1
4488,3.0,"Food was fine, the four of us each has something different  and i tried 3 of 4. Left satisfied ...",['American Restaurant'],106526913335579036711,2013-09-08 23:45:02,2013-09-08,en,Ruby Tuesday,"['821 Fairmont Blvd', 'Rapid City, SD 57701']",False,"[44.05887, -103.232923]","Food was fine, the four of us each has something different  and i tried 3 of 4. Left satisfied ...",American Restaurant,True,,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5574}","['fine,', 'satisfied']",[],1,0
4493,5.0,"HGHLY RECOMMEND!  Excellent,from service to food to atmosphere. Visiting a friend in Paia, and we were supposed to hit a steakhouse in Makawao, but he runs on hawaii time and the place was closed.  Walked into Pollies  minutes shy of closing.  Waitress asked the cook and they stayed open for us.  Ordered a burger, thing was huge, bigger than any regualr restaurant. Also got chicken and beef tostados as an app.  Fresh made chips and great salsa to munch on while waiting.  We were stuffed and they gave us about a half pound of salsa and big bag of chips to go for free.  It is BYOB.  Quick Note, across the street is an italian restaurant Casanova's, on Wednesday nights it is Ladies Night, not my scene, but had a great time.  DJ, dance floor.","['Mexican Restaurant', 'Latin American Restaurant']",110389130768408616617,2012-07-13 09:19:28,2012-07-13,en,Polli's Mexican Restaurant,"['1202 Makawao Ave', 'Makawao, HI 96768']",False,"[20.853862, -156.310178]","HGHLY RECOMMEND!  Excellent,from service to food to atmosphere. Visiting a friend in Paia, and we were supposed to hit a steakhouse in Makawao, but he runs on hawaii time and the place was closed.  Walked into Pollies  minutes shy of closing.  Waitress asked the cook and they stayed open for us.  Ordered a burger, thing was huge, bigger than any regualr restaurant. Also got chicken and beef tostados as an app.  Fresh made chips and great salsa to munch on while waiting.  We were stuffed and they gave us about a half pound of salsa and big bag of chips to go for free.  It is BYOB.  Quick Note, across the street is an italian restaurant Casanova's, on Wednesday nights it is Ladies Night, not my scene, but had a great time.  DJ, dance floor.",Mexican Restaurant,True,,"{'neg': 0.016, 'neu': 0.816, 'pos': 0.168, 'compound': 0.9768}","['RECOMMEND!', 'friend', 'shy', 'huge,', 'Fresh', 'great', 'free.', 'great']",[],1,0
4494,5.0,"Came to Maui, and after the jet lag sank in, I craved a slice of pizza like back home in Philadelphia.  I had been told that the flatbread pizza was OK, but nothing special.  I found Serpico's on google and it fit all the criteria.....no all organic, vegetarian, vegan, etc... items on the menu, reasonably priced, and BYOB.  Tasted just like home, includes free garlic bread w/sauce..  3 of us ate and including tip it was roughly $60. Calamari, pizza, salad, canoli's, drinks.  Wait staff was there when you needed anything.  Small place with a small bar and tables, Classic Mom & Pop pizzaria, but halfway up a Mountain in Paradise.  HIGHLY RECOMMEND!!","['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",113580409027055520537,2012-07-13 09:19:57,2012-07-13,en,Serpico's Restaurant,"['7 Aewa Pl', 'Makawao, HI 96768']",False,"[20.835879, -156.336141]","Came to Maui, and after the jet lag sank in, I craved a slice of pizza like back home in Philadelphia.  I had been told that the flatbread pizza was OK, but nothing special.  I found Serpico's on google and it fit all the criteria.....no all organic, vegetarian, vegan, etc... items on the menu, reasonably priced, and BYOB.  Tasted just like home, includes free garlic bread w/sauce..  3 of us ate and including tip it was roughly $60. Calamari, pizza, salad, canoli's, drinks.  Wait staff was there when you needed anything.  Small place with a small bar and tables, Classic Mom & Pop pizzaria, but halfway up a Mountain in Paradise.  HIGHLY RECOMMEND!!",Pizza Restaurant,True,,"{'neg': 0.034, 'neu': 0.78, 'pos': 0.186, 'compound': 0.9732}","['lag', 'like', 'special.', 'fit', 'like', 'free', 'Paradise.', 'RECOMMEND!!']",['price'],1,0
4546,2.0,"I waited for my food (no one in line) 20 min, a to go order, get back to my office and the 2 of the 5 entrees where missing, this totally sucked, i will not go back.",['Barbecue Restaurant'],100224459336624574700,2012-08-28 18:28:44,2012-08-28,en,Buz and Ned's Real Barbecue - Boulevard,"['1119 N Blvd', 'Richmond, VA 23230']",False,"[37.565337, -77.468481]","I waited for my food (no one in line) 20 min, a to go order, get back to my office and the 2 of the 5 entrees where missing, this totally sucked, i will not go back.",Barbecue Restaurant,True,,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.6697}","['missing,', 'sucked,']",[],0,1
4553,4.0,Best quality Thai food at a good price. I always come here for lunch. Must try the Pad Kee mao for any chilli lovers out there!,"['Thai Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",100297927155160146184,2013-06-30 02:18:27,2013-06-29,en,Home Thai Restaurant,"['299 Sussex St', 'NSW 2000', 'Australia']",False,"[-33.87474, 151.204232]",Best quality Thai food at a good price. I always come here for lunch. Must try the Pad Kee mao for any chilli lovers out there!,Thai Restaurant,True,,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.8955}","['Best', 'good', 'lovers']",['price'],1,0
4555,5.0,Excellent food and service. A great place to have dinner with friends. Prices of food is good. Must try the fried ice cream!,['Restaurant'],108024610113118027666,2013-06-30 02:17:09,2013-06-29,en,Holy Basil,"['233A Canley Vale Rd', 'Canley Heights NSW 2166', 'Australia']",False,"[-33.88366, 150.925033]",Excellent food and service. A great place to have dinner with friends. Prices of food is good. Must try the fried ice cream!,Restaurant,True,,"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.9336}","['Excellent', 'great', 'friends.', 'good.']",['price'],0,1
4556,5.0,Service is really good which compliments the quality of food. The taste of the ribs is a musy try. Will come here anytime.,['Steak House'],111988192947411711759,2013-06-30 02:06:02,2013-06-29,en,Meat & Wine Co.,"['L1, 31 Wheat Road', 'Sydney NSW 2000', 'Australia']",False,"[-33.873676, 151.20164]",Service is really good which complements the quality of food. The taste of the ribs is a must try. Will come here anytime.,Steak House,True,,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4927}",['good'],[],1,0
4557,5.0,Full rack of ribs is a must try for anyone. I have visited this resturant multiple times and the food and service is alway top! Good place to for a nice dinner and chill.,"['Steak House', 'Grill Store']",112041891338644260669,2013-06-30 02:14:26,2013-06-29,en,Hurricane's Grill,"['Harbourside Shopping Centre Shops 433-436, Level 2/Darling Drive', 'Darling Harbour New South Wales 2000', 'Australia']",False,"[-33.870779, 151.198959]",Full rack of ribs is a must try for anyone. I have visited this restaurant multiple times and the food and service is alway top! Good place to for a nice dinner and chill.,Steak House,True,,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.7777}","['top!', 'Good', 'nice']",[],1,0
4570,4.0,Every visit I am greeted with a smile and quick service. Nice family atmosphere where we can dine with our toddler and not feel out of place. Breakfast is great here and the Peppermint Hot Chocolate is awesome. The staff is so friendly too! I'll remain a regular!,['American Restaurant'],101740087323686397084,2013-02-15 16:06:56,2013-02-15,en,Bob Evans Restaurant,"['8001 Brier Creek Pkwy', 'Raleigh, NC 27617']",False,"[35.910965, -78.781713]",Every visit I am greeted with a smile and quick service. Nice family atmosphere where we can dine with our toddler and not feel out of place. Breakfast is great here and the Peppermint Hot Chocolate is awesome. The staff is so friendly too! I'll remain a regular!,American Restaurant,True,,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.9652}","['greeted', 'smile', 'Nice', 'great', 'awesome.', 'friendly']",['fee'],0,1
4586,2.0,"Although the food was perfectly fine, there was nothing unique about this establishment, about which I had heard so much hype. Service was certainly not fast and the music playing throughout the restaurant was far louder than would be expected in the average eatery. Disappointing.","['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",103441935479647866134,2013-09-13 12:22:26,2013-09-13,en,Fire & Stone,"['31/32 Maiden Ln', 'London', 'Covent Garden WC2E 7JS, United Kingdom']",False,"[51.510644, -0.12345]","Although the food was perfectly fine, there was nothing unique about this establishment, about which I had heard so much hype. Service was certainly not fast and the music playing throughout the restaurant was far louder than would be expected in the average eatery. Disappointing.",Pizza Restaurant,True,,"{'neg': 0.06, 'neu': 0.749, 'pos': 0.191, 'compound': 0.7184}","['perfectly', 'fine,', 'certainly', 'playing', 'Disappointing.']",[],0,1
4587,5.0,An evening at The Commander is simply fabulous. The staff are supremely friendly (especially James who couldn't do more to make us feel comfortable). The food is absolutely superb in both taste and presentation and the elegant interior led to the very good value bill being a lovely surprise.,"['European Restaurant', 'British Restaurant', 'English Restaurant']",107822302393933084854,2013-09-13 12:19:22,2013-09-13,en,The Commander Porterhouse & Oyster Bar,"['47 Hereford Rd', 'London W2 5AH', 'United Kingdom']",False,"[51.515344, -0.194605]",An evening at The Commander is simply fabulous. The staff are supremely friendly (especially James who couldn't do more to make us feel comfortable). The food is absolutely superb in both taste and presentation and the elegant interior led to the very good value bill being a lovely surprise.,European Restaurant,True,,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.986}","['fabulous.', 'supremely', 'friendly', 'comfortable).', 'superb', 'elegant', 'good', 'value', 'lovely', 'surprise.']","['fee', 'value']",1,0
