,name,address,closed,gPlusPlaceId,gps,Class_,Class_$,Class_$$,Class_$$$,location_cluster,rating,categories,unixReviewTime,reviewTime,top_category,relevant_cat,translated,cat_cluster,sentiment,charged_words,price_words
639,Makdonalds,"['ул. Большая Семеновская, 26', 'Москва, Russia', '107023']",False,112361240447394689700,"[55.782054, 37.706487]",0,0,0,1,0.0,3.0,['Fast Food Restaurant'],2012-08-09 07:32:57,2012-08-09,Fast Food Restaurant,True,,,,,[]
640,Bill's Olde Tavern,"['2694 Nottingham Way', 'Hamilton Township, NJ 08619']",False,101089131703833221462,"[40.236597, -74.688438]",0,0,1,0,0.0,5.0,"['Bar & Grill', 'American Restaurant']",2014-03-21 20:50:57,2014-03-21,Bar & Grill,True,,,,,[]
641,Andina,"['1314 NW Glisan St', 'Portland, OR 97209']",False,114059978343312672722,"[45.526337, -122.684673]",0,0,1,0,0.0,5.0,"['Peruvian Restaurant', 'Latin American Restaurant', 'South American Restaurant']",2013-08-21 19:54:54,2013-08-21,Peruvian Restaurant,True,,,,,[]
642,Popeye's Chicken & Biscuits,"['1507 N Main St', 'Tarboro, NC 27886']",False,112117254910941364960,"[35.906781, -77.540546]",0,0,0,1,0.0,1.0,"['Chicken Restaurant', 'Fast Food Restaurant']",2011-11-06 00:59:13,2011-11-05,Chicken Restaurant,True,,,,,[]
643,Dominos,"['Shop No.85-87, Ground Floor, Mall Road', 'Outram Lines, Mukherjee Nagar', 'New Delhi, DL 110009, India']",False,108006524170005097969,"[28.698659, 77.205921]",0,0,0,1,0.0,3.0,['Pizza Restaurant'],2013-07-19 15:13:25,2013-07-19,Pizza Restaurant,True,,,,,[]
644,Stack's,"['314 El Camino Real', 'Redwood City, CA 94062']",False,103661675199788170375,"[37.491542, -122.241842]",0,0,1,0,0.0,4.0,"['American Restaurant', 'Breakfast Restaurant']",2011-04-15 20:08:51,2011-04-15,American Restaurant,True,,,,,[]
645,Hambones BBQ & PO Boys,"['9342 Alondra Blvd', 'Bellflower, CA 90706']",False,109849556626006424610,"[33.889175, -118.134551]",0,0,1,0,0.0,5.0,['Barbecue Restaurant'],2012-01-28 21:20:55,2012-01-28,Barbecue Restaurant,True,Barbecue chicken pizza is Awesome!!!!,1.0,"{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.7405}",['Awesome!!!!'],[]
646,Tayyabs,"['83-89 Fieldgate St', 'London E1 1JU', 'United Kingdom']",False,104437366035515944420,"[51.517264, -0.063484]",0,0,0,1,0.0,4.0,"['Asian Restaurant', 'Indian Restaurant', 'Pakistani Restaurant']",2012-03-06 00:00:00,2012-03-05,Asian Restaurant,True,"GOOD LUCK, GOOD LUCK, WON'T WE BE AWESOME TOO, GREETINGS FROM THE NETHERLANDS",2.0,"{'neg': 0.132, 'neu': 0.281, 'pos': 0.586, 'compound': 0.8835}","['GOOD', 'LUCK,', 'GOOD', 'LUCK,', 'AWESOME', 'GREETINGS']",[]
647,Los Bravos Mexican Restaurant,"['4480 South Cobb Dr SE', 'Smyrna, GA 30080']",False,109092750669602505051,"[33.844049, -84.503503]",0,0,0,1,0.0,4.0,['Mexican Restaurant'],2013-02-10 04:34:11,2013-02-09,Mexican Restaurant,True,,,,,[]
648,Stacks Restaurant,"['139 E Campbell Ave', 'Campbell, CA 95008']",False,110621095385355177847,"[37.287176, -121.947401]",0,0,1,0,0.0,4.0,"['Restaurant', 'Breakfast Restaurant']",2011-04-15 15:38:42,2011-04-15,Restaurant,True,,,,,[]
649,Christopher's,"['1920 Massachusetts Ave', 'Cambridge, MA 02140']",False,115849903730974293044,"[42.389044, -71.119952]",0,0,1,0,0.0,2.0,['American Restaurant'],2004-11-08 00:00:00,2004-11-07,American Restaurant,True,,,,,[]
650,Ed's Easy Diner,"['12 Moor Street, Old Compton Street', 'Soho', 'London W1D 5NG, United Kingdom']",False,106683858876822099515,"[51.513548, -0.130098]",0,0,0,1,0.0,3.0,"['American Restaurant', 'Diner', 'Bar']",2012-01-08 17:04:23,2012-01-08,American Restaurant,True,,,,,[]
651,Feast Buffet,"['2411 W Sahara Ave', 'Las Vegas, NV 89102']",False,105181664631504570806,"[36.142423, -115.175718]",0,0,1,0,0.0,3.0,"['Buffet Restaurant', 'Eclectic Restaurant']",2011-08-29 16:17:16,2011-08-29,Buffet Restaurant,True,"You can only give 5 stars here. We had two sweet dishes, the devil's cheesecake and the pancakes. Really excellently done. The Latte Machiatto is also impressive. Operation is very down to earth and easy. And the best thing: the café is right around the corner from us on the Luxemburger Höhe Sülzgurtel. Happy to come back!",3.0,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.9712}","['sweet', 'excellently', 'impressive.', 'easy.', 'best', 'Happy']",[]
652,Jimtown Store,"['6706 California 128', 'Healdsburg, CA 95448']",False,109986372839986874635,"[38.668615, -122.817146]",0,0,1,0,0.0,5.0,"['American Restaurant', 'Deli', 'Food Products Supplier']",2011-07-24 12:06:10,2011-07-24,American Restaurant,True,"Hopworks has incredibly great organic beer (don't be afraid) in an atmosphere that's part ”Cheers” , part sports, and part family-friendly.  The staff is waaay friendly, and the food more than a cut above, and in a repurposed building that's carbon neutral. The vibe is true Portland.where everyone is welcome and many will know your name.",0.0,"{'neg': 0.035, 'neu': 0.764, 'pos': 0.201, 'compound': 0.9007}","['great', 'friendly,', 'cut', 'true', 'welcome']",[]
653,McDonald's,"['926 W Fletcher Ave', 'Tampa, FL 33612']",False,110692537317508434542,"[28.06873, -82.468607]",0,0,0,1,0.0,2.0,"['Fast Food Restaurant', 'Deli', 'Hamburger Restaurant']",2013-04-16 00:40:39,2013-04-15,Fast Food Restaurant,True,the food is good,2.0,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",['good'],[]
654,Chirping Chicken,"['355 Amsterdam Ave', 'New York, NY 10023']",False,107098981103934500500,"[40.781641, -73.979189]",0,0,0,1,0.0,5.0,['Chicken Restaurant'],2011-07-24 12:09:50,2011-07-24,Chicken Restaurant,True,Sitting here right now waiting for the drinks I ordered 15 mins ago. This has to be the worse services. Dishes are dirty there are only 2 people working with a full house. If my drinks are taking now 20 minutes I cant imagine how long this food is going to take. Do NOT recommend!!!,4.0,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.8396}","['worse', 'dirty', 'recommend!!!']",[]
655,Ocean Seafood & Grill,"['3829 W Spring Creek Pkwy #105', 'Plano, TX 75023']",False,102140579958002509824,"[33.057641, -96.768621]",0,0,1,0,0.0,5.0,['Seafood Restaurant'],2014-01-18 03:48:36,2014-01-17,Seafood Restaurant,True,,,,,[]
656,Barrica Tapas Bar,"['62 Goodge St', 'London W1T 4NE', 'United Kingdom']",False,115801573302128145175,"[51.519039, -0.136756]",0,0,0,1,0.0,4.0,"['Spanish Restaurant', 'European Restaurant', 'Tapas Bar']",2013-06-02 21:38:46,2013-06-02,Spanish Restaurant,True,,,,,[]
657,Ithaki Mediterranean Cuisine,"['25 Hammatt St', 'Ipswich, MA 01938']",False,118258534021955629641,"[42.679633, -70.840952]",0,0,1,0,0.0,5.0,"['Greek Restaurant', 'European Restaurant', 'Mediterranean Restaurant']",2008-10-25 00:00:00,2008-10-24,Greek Restaurant,True,,,,,[]
658,Old Town Pizza,"['226 NW Davis St', 'Portland, OR 97209']",False,100681588236608084656,"[45.524436, -122.67304]",0,0,0,1,0.0,5.0,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",2013-01-22 23:45:21,2013-01-22,Pizza Restaurant,True,,,,,[]
659,BLT Bar & Grill,"['123 Washington St', 'New York, NY 10006']",False,100751328912381105973,"[40.709288, -74.013777]",0,0,1,0,0.0,5.0,"['New American Restaurant', 'Bar & Grill', 'American Restaurant']",2013-07-15 08:49:10,2013-07-15,New American Restaurant,True,,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
660,Sam's Brasserie & Bar,"['11 Barley Mow Passage', 'London W4 4PH', 'United Kingdom']",False,117569737473575082738,"[51.491869, -0.261775]",0,0,0,1,0.0,5.0,"['European Restaurant', 'Bar', 'Brasserie']",2012-08-28 21:19:56,2012-08-28,European Restaurant,True,,,,,[]
661,Jalama Beach Cafe,"['400 E Ocean Ave', 'Lompoc, CA 93436']",False,106273393084611637956,"[34.638646, -120.453834]",0,0,1,0,0.0,4.0,"['Restaurant', 'American Restaurant', 'Diner']",2012-07-13 22:36:29,2012-07-13,Restaurant,True,Everything about our breakfast was wonderful! Can't go wrong here.,2.0,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.7612}","['wonderful!', 'wrong']",[]
662,Sushi Time,"['2275 Market St', 'San Francisco, CA 94114']",False,117879594243299808069,"[37.764643, -122.432237]",0,0,1,0,0.0,5.0,"['Sushi Restaurant', 'Asian Restaurant', 'Japanese Restaurant']",2011-04-15 15:31:57,2011-04-15,Sushi Restaurant,True,,,,,[]
663,McDonald's,"['102 W Morgan St', 'Durham, NC 27701']",False,106472664598853627534,"[35.998475, -78.899409]",0,0,0,1,0.0,3.0,"['Hamburger Restaurant', 'Takeout Restaurant', 'Fast Food Restaurant']",2012-08-06 17:56:10,2012-08-06,Hamburger Restaurant,True,,,,,[]
664,Mimi's Cafe,"['4404 Candlewood St', 'Lakewood, CA 90712']",False,109975184493178830574,"[33.853627, -118.140967]",0,0,1,0,0.0,4.0,"['Restaurant', 'Breakfast Restaurant', 'French Restaurant']",2011-11-05 17:44:21,2011-11-05,Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
665,Benares Restaurant,"['12a Berkeley Square House', 'Berkeley Square', 'Mayfair, London W1J 6BS, United Kingdom']",False,116246292147708892669,"[51.50972, -0.145033]",0,0,1,0,0.0,4.0,"['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",2012-03-09 13:47:57,2012-03-09,Indian Restaurant,True,,,,,[]
666,Firefly,"['3900 Paradise Rd', 'Las Vegas, NV 89169']",False,113408601218402936138,"[36.11891, -115.153335]",0,0,0,1,0.0,4.0,"['Spanish Restaurant', 'European Restaurant', 'Bar & Grill']",2011-08-28 20:52:32,2011-08-28,Spanish Restaurant,True,"Fantastic brunch, one of the best in Lisbon.",2.0,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.8316}","['Fantastic', 'best']",[]
667,wagamama bridge street,"['38 Bridge St', 'Sydney NSW 2000', 'Australia']",True,118319391754495796663,"[-33.863361, 151.210657]",0,0,1,0,0.0,4.0,"['Asian Restaurant', 'Japanese Restaurant']",2013-06-29 05:09:05,2013-06-28,Asian Restaurant,True,,,,,[]
668,Gaucho Steakhouse,"['39550 Seven Mile Rd W', 'Northville, MI 48167']",False,112931824447610399279,"[42.426124, -83.434773]",0,0,1,0,0.0,1.0,"['Latin American Restaurant', 'Steak House', 'Brazilian Restaurant']",2013-08-08 05:03:13,2013-08-07,Latin American Restaurant,True,THE BEST RESTAURANT EXPERIENCE IN BOSTON....PERIOD.,1.0,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",['BEST'],[]
669,Los Arcos Mexican Restaurant,"['1021 S Cannon Blvd', 'Kannapolis, NC 28083']",False,115354273786077847007,"[35.480778, -80.611601]",0,0,1,0,0.0,4.0,"['Mexican Restaurant', 'Latin American Restaurant']",2012-05-01 14:46:08,2012-05-01,Mexican Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
670,Mr Tequila Grill Inc,"['3126 Tamiami Trail N', 'Naples, FL 34103']",False,112666799518246856509,"[26.184012, -81.799547]",0,0,1,0,0.0,5.0,['Mexican Restaurant'],2013-01-23 00:36:03,2013-01-22,Mexican Restaurant,True,,,,,[]
671,Dali Restaurant and Tapas Bar,"['415 Washington St', 'Somerville, MA 02143']",False,111174600259649559520,"[42.37833, -71.10663]",0,0,1,0,0.0,5.0,"['Spanish Restaurant', 'European Restaurant', 'Bar']",2004-11-08 00:00:00,2004-11-07,Spanish Restaurant,True,,,,,[]
672,Sher-A-Punjab,"['1237 Hancock St', 'Quincy, MA 02169']",False,101039873908976644142,"[42.252056, -71.004158]",0,0,1,0,0.0,4.0,"['Asian Restaurant', 'South Asian Restaurant', 'Indian Restaurant']",2012-11-24 20:50:56,2012-11-24,Asian Restaurant,True,,,,,[]
673,Taqueria El Tapatio,"['1266 S Glendale Ave', 'Glendale, CA 91205']",False,117881696350248097736,"[34.130254, -118.252288]",0,0,1,0,0.0,3.0,"['Mexican Restaurant', 'Latin American Restaurant']",2012-11-27 07:15:21,2012-11-26,Mexican Restaurant,True,"It's delicious, but tastes a bit sweet.",1.0,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.7469}","['delicious,', 'sweet.']",[]
674,Bailey's Taproom,"['213 SW Broadway', 'Portland, OR 97205']",False,106475249470308860659,"[45.522519, -122.678065]",0,0,0,1,0.0,4.0,['Pub'],2013-09-08 19:23:29,2013-09-08,Pub,True,,,,,[]
675,Sushi Lover,"['550 Masonic Way', 'Belmont, CA 94002']",False,108187420626029604879,"[37.523946, -122.273808]",0,0,1,0,0.0,3.0,"['Sushi Restaurant', 'Asian Restaurant', 'Japanese Restaurant']",2011-04-15 20:20:55,2011-04-15,Sushi Restaurant,True,,,,,[]
676,La Nopalera Mexican Restaurant,"['3265 SW 34th St', 'Gainesville, FL 32608']",False,112546195845142008396,"[29.624405, -82.371806]",0,0,1,0,0.0,5.0,"['Mexican Restaurant', 'Latin American Restaurant']",2013-08-15 17:29:56,2013-08-15,Mexican Restaurant,True,,,,,[]
677,King Palace Buffet,"['10460 Rosecrans Ave', 'Bellflower, CA 90706']",False,115739319556882663259,"[33.902011, -118.110482]",0,0,0,1,0.0,3.0,"['Restaurant', 'Asian Restaurant', 'Chinese Restaurant']",2011-02-16 00:40:42,2011-02-15,Restaurant,True,Best quality Thai food at a good price. I always come here for lunch. Must try the Pad Kee mao for any chilli lovers out there!,1.0,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.8955}","['Best', 'good', 'lovers']",[]
678,Denny's,"['9312 Rosecrans Ave', 'Bellflower, CA 90706']",False,111961229210951227200,"[33.904125, -118.135622]",0,0,0,1,0.0,3.0,['American Restaurant'],2011-10-02 16:16:51,2011-10-02,American Restaurant,True,,4.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
679,Mint Leaf Restaurant & Bar,"['Suffolk Pl', 'London SW1Y 4HX', 'United Kingdom']",False,102184318177980391126,"[51.508021, -0.131185]",0,0,1,0,0.0,4.0,['Indian Restaurant'],2012-03-09 00:00:00,2012-03-08,Indian Restaurant,True,,3.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
680,Nel Centro,"['1408 SW 6th Ave', 'Portland, OR 97201']",False,110705305390301601974,"[45.513965, -122.68076]",0,0,1,0,0.0,4.0,"['Italian Restaurant', 'European Restaurant', 'Brunch Restaurant']",2013-02-24 16:44:51,2013-02-24,Italian Restaurant,True,,,,,[]
681,Starbucks Coffee,"['Loja 118', 'Avenida Doutor Chucri Zaidan, 902 - Vila Gertrudes', 'São Paulo - SP, 04583-110, Brazil']",False,110337360023373946267,"[-23.621685, -46.699464]",0,0,1,0,0.0,5.0,['Cafe'],2014-01-26 21:09:06,2014-01-26,Cafe,True,,,,,[]
682,Phoenix Palace,"['5 Glentworth St', 'London NW1 5PG', 'United Kingdom']",False,101309808136171874225,"[51.522502, -0.158991]",0,0,1,0,0.0,5.0,"['Chinese Restaurant', 'Asian Restaurant']",2012-03-09 00:00:00,2012-03-08,Chinese Restaurant,True,,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
683,Domenick's Pizza House,"['24209 Avalon Blvd', 'Carson, CA 90745']",False,113275244332587459514,"[33.805423, -118.264169]",0,0,1,0,0.0,5.0,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",2012-07-29 02:38:00,2012-07-28,Pizza Restaurant,True,,,,,[]
684,Rhodes W1 Restaurant,"['The Cumberland Hotel, Great Cumberland Pl', 'London W1H 7DL', 'United Kingdom']",True,117012311193179330585,"[51.514067, -0.15915]",0,0,1,0,0.0,5.0,"['French Restaurant', 'British Restaurant', 'European Restaurant']",2011-01-27 00:00:00,2011-01-26,French Restaurant,True,,,,,[]
685,Chutnee Indian Restaurant,"['137 E Palmetto St', 'Florence, SC 29506']",True,108276102270801327646,"[34.194193, -79.764347]",0,0,1,0,0.0,5.0,"['Asian Restaurant', 'South Asian Restaurant', 'Indian Restaurant']",2011-07-22 23:52:36,2011-07-22,Asian Restaurant,True,,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
686,Santarpio's Pizza,"['111 Chelsea St', 'Boston, MA 02128']",False,117191343882171142705,"[42.372676, -71.035376]",0,0,1,0,0.0,3.0,['Pizza Restaurant'],2008-10-25 00:00:00,2008-10-24,Pizza Restaurant,True,,,,,[]
687,Hungry Howie's Pizza and Subs,"['1790 N Chickasaw Trail', 'Orlando, FL 32825']",False,114965973531542723914,"[28.567456, -81.278201]",0,0,0,1,0.0,5.0,"['Pizza Restaurant', 'European Restaurant']",2010-12-14 16:49:29,2010-12-14,Pizza Restaurant,True,,,,,[]
688,Skipjack's,"['199 Clarendon St', 'Boston, MA 02116']",False,109445344396021182047,"[42.350035, -71.074808]",0,0,1,0,0.0,4.0,['Seafood Restaurant'],2004-11-08 00:00:00,2004-11-07,Seafood Restaurant,True,,,,,[]
689,Sunshine Cafe,"['36815 Cathedral Canyon Dr', 'Cathedral City, CA 92234']",False,105769281432457920964,"[33.781296, -116.466916]",0,0,0,1,0.0,4.0,"['Cafe', 'Diner']",2013-01-27 00:56:43,2013-01-26,Cafe,True,"I'm lucky enough to live within walking distance of this excellent pizza service. Pre-ordering by telephone is always super friendly and competent. And the most important thing: the price-performance ratio is right. Lots of cheese, great base, great taste! Please keep it that way.",1.0,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.9826}","['lucky', 'excellent', 'super', 'friendly', 'competent.', 'important', 'great', 'great', 'Please']",[]
690,The Jerusalem Tavern,"['55 Britton St', 'London EC1M 5UQ', 'United Kingdom']",False,103535535204239496096,"[51.521772, -0.104028]",0,0,0,1,0.0,4.0,['Pub'],2012-03-26 18:08:00,2012-03-26,Pub,True,We go a lot. It's very familiar. Good products and service. Good prices. Order the warm chocolate cake. Artisanal takeaway pizzas and much more.,2.0,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.7893}","['Good', 'Good', 'warm']",[]
691,Joes Pizza,"['530 W Wise Rd', 'Schaumburg, IL 60193']",False,114221774992847972100,"[42.004913, -88.094241]",0,0,1,0,0.0,5.0,"['European Restaurant', 'Italian Restaurant', 'Pizza Restaurant']",2013-09-25 20:35:39,2013-09-25,European Restaurant,True,,,,,[]
692,Chepe's Mexican Grill,"['3120 Mathis Airport Pkwy', 'Suwanee, GA 30024']",True,106839079139682788048,"[34.111358, -84.154052]",0,0,0,1,0.0,5.0,"['Mexican Restaurant', 'Latin American Restaurant']",2012-06-17 14:33:35,2012-06-17,Mexican Restaurant,True,,,,,[]
693,Pizzicato,"['505 NW 23rd Ave', 'Portland, OR 97210']",False,107705597939332665511,"[45.526323, -122.698625]",0,0,0,1,0.0,4.0,"['Pizza Restaurant', 'European Restaurant', 'Beverages']",2013-08-23 02:26:07,2013-08-22,Pizza Restaurant,True,,,,,[]
694,Oishi Japanese Restaurant,"['8101 NE Parkway Dr', 'Vancouver, WA 98662']",False,110757737939504513682,"[45.655474, -122.589841]",0,0,1,0,0.0,4.0,"['Asian Restaurant', 'Japanese Restaurant', 'Sushi Restaurant']",2012-04-06 00:30:41,2012-04-05,Asian Restaurant,True,,,,,[]
695,The Hungry I,"['71 Charles St', 'Boston, MA 02114']",False,108997402316896258925,"[42.358201, -71.07029]",0,0,1,0,0.0,5.0,['French Restaurant'],2004-12-30 00:00:00,2004-12-29,French Restaurant,True,,,,,[]
696,Uncle Cheung's,"['266 Worcester Rd', 'Framingham, MA 01702']",False,100872269142003925507,"[42.298208, -71.405299]",0,0,1,0,0.0,4.0,"['Chinese Restaurant', 'Asian Restaurant']",2012-12-27 22:29:49,2012-12-27,Chinese Restaurant,True,,,,,[]
697,Mike's Deli,"['114 W Middle St', 'Chelsea, MI 48118']",False,103341519098167671914,"[42.318216, -84.021195]",0,0,0,1,0.0,5.0,['Deli'],2011-12-07 19:41:07,2011-12-07,Deli,True,,,,,[]
698,Lagniappe,"['3425 NE 2nd Ave', 'Miami, FL 33137']",False,110509359998692383810,"[25.809153, -80.191042]",0,0,0,1,0.0,4.0,"['American Restaurant', 'Lounge', 'Wine Bar']",2013-07-20 15:34:59,2013-07-20,American Restaurant,True,,,,,[]
699,Rudy's Country Store & Bar-B-Q,"['315 S 31st St', 'Colorado Springs, CO 80904']",False,116085784798862243473,"[38.849873, -104.872015]",0,0,0,1,0.0,5.0,"['Barbecue Restaurant', 'Family Restaurant']",2011-07-26 17:18:10,2011-07-26,Barbecue Restaurant,True,,,,,[]
700,Akashi Japanese Restaurant,"['2528 High Point Rd', 'Greensboro, NC 27403']",False,116286844688373678180,"[36.054255, -79.832144]",0,0,1,0,0.0,5.0,"['Japanese Restaurant', 'Asian Restaurant', 'Sushi Restaurant']",2009-05-09 14:42:28,2009-05-09,Japanese Restaurant,True,,,,,[]
701,Huber's Cafe,"['411 SW 3rd Ave', 'Portland, OR 97204']",False,108608960651147140209,"[45.519998, -122.674754]",0,0,1,0,0.0,4.0,"['American Restaurant', 'Cafe']",2013-08-21 19:44:51,2013-08-21,American Restaurant,True,,,,,[]
702,New World,"['1 Gerrard Pl', 'London', 'W1D 5PA, United Kingdom']",False,116898302698186432515,"[51.51239, -0.130316]",0,0,0,1,0.0,4.0,"['Chinese Restaurant', 'Asian Restaurant']",2013-09-13 12:30:17,2013-09-13,Chinese Restaurant,True,,,,,[]
703,La Presa Mexican Restaurant,"['23343 Aldine Westfield Rd', 'Spring, TX 77373']",False,112879722903434046933,"[30.051401, -95.388818]",0,0,1,0,0.0,5.0,"['Mexican Restaurant', 'Latin American Restaurant']",2012-07-26 20:04:03,2012-07-26,Mexican Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
704,Rodeo Goat,"['2836 Bledsoe St', 'Fort Worth, TX 76107']",False,112506291789418034154,"[32.74838, -97.358147]",0,0,0,1,0.0,5.0,['Hamburger Restaurant'],2013-07-17 13:02:25,2013-07-17,Hamburger Restaurant,True,,,,,[]
705,Smokey Bones Bar & Fire Grill,"['1615 Stringtown Rd', 'Grove City, OH 43123']",False,111150382488874632366,"[39.877876, -83.0402]",0,0,1,0,0.0,3.0,['Bar & Grill'],2011-09-26 03:35:41,2011-09-25,Bar & Grill,True,the best pub I've ever stepped foot in. extensive collection of single malts - and knowledgeable staff.,3.0,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}",['best'],[]
706,Texas Roadhouse,"['Building F', '9300 S I- 35 Service Rd', 'Austin, Texas 78748']",False,112606418991858427808,"[30.163299, -97.789209]",0,0,1,0,0.0,5.0,"['Restaurant', 'American Restaurant', 'Steak House']",2013-05-27 19:23:28,2013-05-27,Restaurant,True,,,,,[]
707,Tejas Tamales & Barbacoa,"['12932 Bandera Rd', 'Helotes, TX 78023']",False,106232880013109572028,"[29.562963, -98.684406]",0,0,1,0,0.0,3.0,"['Mexican Restaurant', 'Tamale Shop']",2013-03-10 18:22:24,2013-03-10,Mexican Restaurant,True,,,,,[]
708,Eggs Etc,"['550 Redondo Ave', 'Long Beach, CA 90814']",False,114151268409438704818,"[33.773432, -118.152274]",0,0,1,0,0.0,4.0,"['Breakfast Restaurant', 'Brunch Restaurant']",2013-01-27 01:17:24,2013-01-26,Breakfast Restaurant,True,"Food was fine, the four of us each has something different  and i tried 3 of 4. Left satisfied ...",1.0,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5574}","['fine,', 'satisfied']",[]
709,Domino's Pizza,"['3077 Fort Henry Dr', 'Kingsport, TN 37664']",False,114381519941246078641,"[36.511319, -82.517008]",0,0,0,1,0.0,4.0,['Delivery Restaurant'],2012-01-13 16:45:11,2012-01-13,Delivery Restaurant,True,"authentic food from various parts of India - the menu changes every month. advice for those complaining about the lack of spice, not all indian food is full of spices, there's often subtle flavours too.",1.0,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.4767}","['complaining', 'lack']",[]
710,Keke's Breakfast Cafe,"['4192 Conroy Rd', 'Orlando, FL 32839']",False,117605530607755368903,"[28.488536, -81.429594]",0,0,0,1,0.0,2.0,"['Diner', 'American Restaurant', 'Breakfast Restaurant']",2013-05-24 18:29:59,2013-05-24,Diner,True,,,,,[]
711,Nobu,"['15 Berkeley Street', 'London W1J 8DY', 'United Kingdom']",False,102726233633597350857,"[51.508361, -0.143349]",1,0,0,0,0.0,5.0,"['Restaurant', 'Asian Restaurant', 'Japanese Restaurant']",2012-03-06 00:00:00,2012-03-05,Restaurant,True,"Never disappointed by this place, the food is always SO amazing! Great array of items and love the toppings bar. But make sure to come hungry- I have yet to finish a meal. Thank god for to-go boxes!!",0.0,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.9614}","['disappointed', 'amazing!', 'Great', 'love', 'sure', 'Thank', 'god']",[]
712,Bob Evans Restaurant,"['8325 Benson Dr', 'Columbia, MD 21045']",False,117481155309298386011,"[39.186126, -76.80036]",0,0,0,1,0.0,2.0,"['Restaurant', 'American Restaurant']",2013-08-26 12:22:32,2013-08-26,Restaurant,True,,,,,[]
713,"McDonalds Göttingen Food, folks & fun company Inh. Petra Hebig e. K.","['Hannoversche Straße 38', '37075 Göttingen', 'Germany']",False,105870604021092456282,"[51.553029, 9.931975]",0,0,0,1,0.0,3.0,['Restaurant'],2013-04-03 10:20:01,2013-04-03,Restaurant,True,,,,,[]
714,U.S.S. Chowder Pot,"['560 E Main St', 'Branford, CT 06405']",False,104546585934378845002,"[41.299379, -72.765561]",0,0,1,0,0.0,3.0,['Seafood Restaurant'],2013-04-06 15:00:34,2013-04-06,Seafood Restaurant,True,,,,,[]
715,Shaka Zulu,"['Stables Market, Chalk Farm Rd', 'London NW1 8AB', 'United Kingdom']",False,115705428494664357521,"[51.541576, -0.146363]",0,0,1,0,0.0,2.0,"['Restaurant', 'Night Club', 'Gastropub']",2012-04-01 08:45:10,2012-04-01,Restaurant,True,,,,,[]
716,Abe & Louie's,"['793 Boylston St', 'Boston, MA 02116']",False,115541900930680782204,"[42.349175, -71.081538]",0,0,1,0,0.0,5.0,"['Steak House', 'Seafood Restaurant']",2008-03-10 00:00:00,2008-03-09,Steak House,True,,,,,[]
717,La Corona,"['914 Walnut St', 'Red Bluff, CA 96080']",False,115827996910815192564,"[40.175064, -122.242574]",0,0,1,0,0.0,5.0,['Mexican Restaurant'],2014-03-13 00:15:13,2014-03-12,Mexican Restaurant,True,"Fluti a family that has always been in the restaurant business for OVER 30 YEARS, legendary pizza and fish. large, in San Demetrio",1.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[]
